ID	Symbol	Description
LOCMI06754	LOCMI06754	B4MDU5_DROVI GJ18081
LOCMI06755	LOCMI06755	B4KGI3_DROMO GI11276
LOCMI06763	LOCMI06763	B0VZ42_CULQU Putative uncharacterized protein
LOCMI06765	LOCMI06765	B0X8L2_CULQU Nudix hydrolase 3
LOCMI06766	LOCMI06766	PREDICTED: trypsin-3
LOCMI06768	LOCMI06768	1,4-dihydroxy-2-naphthoate octaprenyltransferase, putative
LOCMI06770	LOCMI06770	PREDICTED: 5'-AMP-activated protein kinase subunit beta-1-like
LOCMI06772	LOCMI06772	PREDICTED: mediator of RNA polymerase II transcription subunit 22
LOCMI06773	LOCMI06773	beta-1,4-endoglucanase
LOCMI06775	LOCMI06775	beta-1,4-endoglucanase
LOCMI06778	LOCMI06778	ankyrin repeat domain protein
LOCMI06779	LOCMI06779	AGAP003428-PA
LOCMI06786	LOCMI06786	Q16L04_AEDAE Peptidylprolyl isomerase
LOCMI06789	LOCMI06789	Dual serine/threonine and tyrosine protein kinase
LOCMI06790	LOCMI06790	Q17I25_AEDAE Endophilin a, putative
LOCMI06792	LOCMI06792	Forkhead box protein N3
LOCMI06795	LOCMI06795	myosin regulatory light chain
LOCMI06797	LOCMI06797	Homeodomain-like IPR015010; Rap1 Myb
LOCMI06802	LOCMI06802	PREDICTED: LOW QUALITY PROTEIN: actin-binding protein anillin
LOCMI06804	LOCMI06804	ribosomal protein S12
LOCMI06806	LOCMI06806	putative translation initiation factor
LOCMI06808	LOCMI06808	Cyclic AMP-dependent transcription factor ATF-3
LOCMI06809	LOCMI06809	BTB/POZ domain-containing protein, putative
LOCMI06814	LOCMI06814	PREDICTED: PH-interacting protein
LOCMI06816	LOCMI06816	Breast cancer type 2 susceptibility protein-like protein
LOCMI06817	LOCMI06817	BRCA2 repeat
LOCMI06818	LOCMI06818	Putative sulfite oxidase
LOCMI06819	LOCMI06819	isoleucyl-tRNA synthetase
LOCMI06820	LOCMI06820	PREDICTED: similar to predicted protein
LOCMI06821	LOCMI06821	PREDICTED: zinc finger protein 598-like
LOCMI06823	LOCMI06823	Sorting nexin-8
LOCMI06824	LOCMI06824	PREDICTED: survival of motor neuron protein-interacting protein 1-like isoform 1
LOCMI06825	LOCMI06825	Q8IWZ2_HUMAN Multiple ankyrin repeats single KH domain protein isoform 2
LOCMI06828	LOCMI06828	PREDICTED: mitochondrial import inner membrane translocase subunit TIM44-like isoform 1
LOCMI06829	LOCMI06829	PREDICTED: similar to thioredoxin (AGAP003338-PA)
LOCMI06830	LOCMI06830	Q7PPW0_ANOGA AGAP003337-PA
LOCMI06834	LOCMI06834	PREDICTED: SPRY domain-containing SOCS box protein 3-like
LOCMI06835	LOCMI06835	Uncharacterized aminotransferase
LOCMI06836	LOCMI06836	PREDICTED: DNA topoisomerase 2-like
LOCMI06842	LOCMI06842	Q7PUX7_ANOGA AGAP001512-PA
LOCMI06844	LOCMI06844	Q7PX39_ANOGA AGAP001199-PA
LOCMI06848	LOCMI06848	receptor for activated protein kinase C
LOCMI06850	LOCMI06850	PREDICTED: copine-5-like isoform 2
LOCMI06851	LOCMI06851	Q17LN2_AEDAE Putative uncharacterized protein
LOCMI06854	LOCMI06854	cysteine-rich motor neuron, putative
LOCMI06855	LOCMI06855	PREDICTED: transcription initiation factor TFIID subunit 5
LOCMI06856	LOCMI06856	Chitin binding domain
LOCMI06857	LOCMI06857	Spermine synthase
LOCMI06858	LOCMI06858	PREDICTED: zinc finger MYND domain-containing protein 11-like isoform 1
LOCMI06860	LOCMI06860	Docking protein 2
LOCMI06861	LOCMI06861	PREDICTED: poly
LOCMI06862	LOCMI06862	PREDICTED: similar to cueball CG12086-PA
LOCMI06863	LOCMI06863	DNA replication factor/protein phosphatase inhibitor SET/SPR-2, putative
LOCMI06867	LOCMI06867	PREDICTED: periodic tryptophan protein 2 homolog
LOCMI06868	LOCMI06868	lipoic acid synthetase, putative
LOCMI06872	LOCMI06872	B4JQ13_DROGR GH13624
LOCMI06873	LOCMI06873	PREDICTED: DNA (cytosine-5)-methyltransferase 1-like
LOCMI06875	LOCMI06875	PREDICTED: ankyrin repeat domain-containing protein 50
LOCMI06877	LOCMI06877	A2ARV5_MOUSE Low density lipoprotein receptor-related protein 2
LOCMI06878	LOCMI06878	B4MZH3_DROWI GK24660
LOCMI06879	LOCMI06879	Q16RU1_AEDAE Ribitol kinase
LOCMI06880	LOCMI06880	putative pdz domain protein arc
LOCMI06882	LOCMI06882	A7UUW7_ANOGA AGAP004742-PA
LOCMI06884	LOCMI06884	Q402F7_HUMAN Scm-like with four mbt domains 1, isoform CRA_b
LOCMI06885	LOCMI06885	WD-repeat protein, putative
LOCMI06887	LOCMI06887	PREDICTED: transportin-1-like
LOCMI06889	LOCMI06889	C3Y126_BRAFL Putative uncharacterized protein
LOCMI06892	LOCMI06892	B7PZI0_IXOSC 2-oxoglutarate and iron-dependent oxygenase domain-containing protein, putative
LOCMI06898	LOCMI06898	Q58CJ5_DROME GH01093p
LOCMI06900	LOCMI06900	B7P5L4_IXOSC Putative uncharacterized protein
LOCMI06901	LOCMI06901	Q28IZ0_XENTR Programmed cell death 8 (Apoptosis-inducing factor)
LOCMI06902	LOCMI06902	PREDICTED: zinc finger SWIM domain-containing protein KIAA0913-like
LOCMI06907	LOCMI06907	PREDICTED: CD63 antigen-like
LOCMI06908	LOCMI06908	B3MNT7_DROAN GF15671
LOCMI06909	LOCMI06909	F-box only protein 33
LOCMI06911	LOCMI06911	Transcription initiation factor TFIID subunit 8
LOCMI06913	LOCMI06913	AP-1 complex subunit gamma-1
LOCMI06914	LOCMI06914	JAB-MPN domain protein
LOCMI06916	LOCMI06916	GD23318
LOCMI06917	LOCMI06917	Myosin-I heavy chain
LOCMI06918	LOCMI06918	PREDICTED: ubiquitin domain-containing protein UBFD1-like
LOCMI06919	LOCMI06919	adenylsulfate kinase, putative
LOCMI06922	LOCMI06922	PREDICTED: similar to Multi drug resistance 50 CG8523-PA
LOCMI06923	LOCMI06923	C3Z7B2_BRAFL Putative uncharacterized protein
LOCMI06925	LOCMI06925	GF13555
LOCMI06930	LOCMI06930	PREDICTED: DNA-directed RNA polymerases I, II, and III subunit RPABC2-like
LOCMI06932	LOCMI06932	B4MB81_DROVI GJ14385
LOCMI06935	LOCMI06935	PREDICTED: sialic acid synthase
LOCMI06939	LOCMI06939	B0WGB9_CULQU Putative uncharacterized protein
LOCMI06947	LOCMI06947	AGAP009104-PA
LOCMI06950	LOCMI06950	Q176U7_AEDAE Putative uncharacterized protein
LOCMI06951	LOCMI06951	Q546F8_MOUSE CBP-interacting protein 3
LOCMI06952	LOCMI06952	PREDICTED: helicase, lymphoid specific-like
LOCMI06954	LOCMI06954	Putative inorganic phosphate cotransporter
LOCMI06955	LOCMI06955	A7RGR0_NEMVE Predicted protein
LOCMI06959	LOCMI06959	class B secretin-like G-protein coupled receptor GPRmth5, putative
LOCMI06962	LOCMI06962	B0W717_CULQU Chromo domain protein 1
LOCMI06963	LOCMI06963	High mobility group, superfamily IPR022096; Myotubularin protein
LOCMI06965	LOCMI06965	PREDICTED: peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1-like isoform 1
LOCMI06966	LOCMI06966	PREDICTED: similar to inebriated protein
LOCMI06967	LOCMI06967	Q172Y6_AEDAE Wd40 protein
LOCMI06970	LOCMI06970	Q27766_CTEFE Sodium pump alpha subunit
LOCMI06972	LOCMI06972	Agrin precursor, putative
LOCMI06975	LOCMI06975	TBC1 domain family member 19
LOCMI06976	LOCMI06976	PREDICTED: cyclin-dependent kinase 20-like
LOCMI06977	LOCMI06977	PREDICTED: calpain-A-like isoform 4
LOCMI06978	LOCMI06978	B0WK87_CULQU Vps16B
LOCMI06979	LOCMI06979	PREDICTED: solute carrier family 25 member 40-like isoform 1
LOCMI06980	LOCMI06980	PREDICTED: similar to tetraspanin 97e
LOCMI06985	LOCMI06985	C3XR93_BRAFL Putative uncharacterized protein (Fragment)
LOCMI06986	LOCMI06986	PREDICTED: similar to knot CG10197-PB
LOCMI06990	LOCMI06990	unnamed protein product
LOCMI06991	LOCMI06991	PREDICTED: transcription termination factor 2
LOCMI06992	LOCMI06992	PREDICTED: LOW QUALITY PROTEIN: DNA ligase 1-like
LOCMI06994	LOCMI06994	C3ZVN3_BRAFL Putative uncharacterized protein
LOCMI06996	LOCMI06996	Q17PC1_AEDAE Putative uncharacterized protein
LOCMI06997	LOCMI06997	Q17KN8_AEDAE Putative uncharacterized protein
LOCMI06998	LOCMI06998	PREDICTED: leucine-rich repeat protein SHOC-2-like
LOCMI07000	LOCMI07000	PREDICTED: putative RNA-binding protein 15B-like
LOCMI07001	LOCMI07001	GM15325
LOCMI07002	LOCMI07002	Glucosamine--fructose-6-phosphate aminotransferase
LOCMI07006	LOCMI07006	Coatomer subunit delta
LOCMI07007	LOCMI07007	Q16WZ0_AEDAE Arp2/3 complex 20 kd subunit
LOCMI07008	LOCMI07008	fibrillarin protein
LOCMI07011	LOCMI07011	PREDICTED: vacuolar protein sorting-associated protein 33B-like
LOCMI07012	LOCMI07012	60S ribosomal protein L21
LOCMI07014	LOCMI07014	Q7PTB0_ANOGA AGAP007204-PA
LOCMI07015	LOCMI07015	PREDICTED: gamma-glutamyl hydrolase A-like
LOCMI07016	LOCMI07016	Q1H8P7_PLADU Class 4 HDAC protein
LOCMI07019	LOCMI07019	mitochondrial oxodicarboxylate carrier
LOCMI07020	LOCMI07020	PREDICTED: probable 4-coumarate--CoA ligase 3-like isoform 2
LOCMI07021	LOCMI07021	Q8T0W7_9NEOP Beta-glucosidase
LOCMI07022	LOCMI07022	Q5TVS6_ANOGA AGAP003501-PA (Fragment)
LOCMI07023	LOCMI07023	Synaptotagmin-10
LOCMI07024	LOCMI07024	PREDICTED: similar to CG10617 CG10617-PA
LOCMI07028	LOCMI07028	histone H1
LOCMI07029	LOCMI07029	Putative adenylate kinase 7
LOCMI07031	LOCMI07031	PREDICTED: neurocalcin homolog
LOCMI07032	LOCMI07032	CG7646, isoform A
LOCMI07033	LOCMI07033	O18409_DROME Testis-specific RNP-type RNA binding protein
LOCMI07035	LOCMI07035	PREDICTED: kinesin family member 3A isoform 1
LOCMI07037	LOCMI07037	PREDICTED: WD repeat-containing protein 76-like
LOCMI07038	LOCMI07038	C3Z2M7_BRAFL Putative uncharacterized protein
LOCMI07040	LOCMI07040	AGAP008105-PA
LOCMI07043	LOCMI07043	C3XRV8_BRAFL Putative uncharacterized protein
LOCMI07048	LOCMI07048	PREDICTED: beta carbonic anhydrase 1-like
LOCMI07053	LOCMI07053	coatomer alpha subunit, putative
LOCMI07054	LOCMI07054	Cyclic nucleotide-gated cation channel beta, putative
LOCMI07055	LOCMI07055	zinc finger protein, putative
LOCMI07059	LOCMI07059	AGAP001668-PA
LOCMI07060	LOCMI07060	GI16821
LOCMI07061	LOCMI07061	PREDICTED: caseinolytic peptidase B protein homolog
LOCMI07066	LOCMI07066	Disheveled-associated activator of morphogenesis, putative
LOCMI07070	LOCMI07070	PREDICTED: similar to zinc finger, SWIM domain containing 2
LOCMI07075	LOCMI07075	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase, putative
LOCMI07078	LOCMI07078	B4QLM2_DROSI GD13000
LOCMI07085	LOCMI07085	PREDICTED: adenylosuccinate synthetase-like
LOCMI07086	LOCMI07086	PREDICTED: venom protease
LOCMI07087	LOCMI07087	synaptojanin-1, putative
LOCMI07091	LOCMI07091	DNA photolyase
LOCMI07092	LOCMI07092	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
LOCMI07093	LOCMI07093	PREDICTED: myosin-IXb isoform 4
LOCMI07097	LOCMI07097	A8XAF1_CAEBR CBR-EMB-9 protein
LOCMI07102	LOCMI07102	F-box domain, cyclin-like IPR022364; F-box domain, Skp2-like
LOCMI07106	LOCMI07106	predicted protein
LOCMI07107	LOCMI07107	Glucose dehydrogenase
LOCMI07108	LOCMI07108	glucose dehydrogenase
LOCMI07111	LOCMI07111	PREDICTED: trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like
LOCMI07112	LOCMI07112	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase
LOCMI07113	LOCMI07113	PREDICTED: similar to ATP-binding cassette transporter
LOCMI07114	LOCMI07114	AGAP006260-PD
LOCMI07116	LOCMI07116	PREDICTED: isovaleryl-CoA dehydrogenase, mitochondrial-like
LOCMI07118	LOCMI07118	GTP-binding protein Rheb-like protein
LOCMI07123	LOCMI07123	B5LVY7_SACKO Photoreceptor-specific nuclear receptor protein
LOCMI07124	LOCMI07124	PREDICTED: similar to mitotic protein phosphatase 1 regulator, putative
LOCMI07125	LOCMI07125	B4M5G2_DROVI GJ24715
LOCMI07131	LOCMI07131	sodium-potassium-chloride cotransporter, putative
LOCMI07132	LOCMI07132	Q9VTW8_DROME Sodium chloride cotransporter 69, isoform A
LOCMI07133	LOCMI07133	Q5TRQ6_ANOGA AGAP005366-PA
LOCMI07135	LOCMI07135	PREDICTED: inositol-pentakisphosphate 2-kinase-like
LOCMI07136	LOCMI07136	GK14321
LOCMI07137	LOCMI07137	Q6WE29_MOUSE Glutamate receptor-interacting protein 1
LOCMI07138	LOCMI07138	HpaII tiny fragments locus 9c protein
LOCMI07139	LOCMI07139	PREDICTED: similar to myosin VA (heavy polypeptide 12, myoxin)
LOCMI07144	LOCMI07144	PREDICTED: protein Smaug homolog 2-like
LOCMI07145	LOCMI07145	C3ZQY9_BRAFL Putative uncharacterized protein
LOCMI07148	LOCMI07148	import inner membrane translocase subunit TIM50-C, putative
LOCMI07149	LOCMI07149	PREDICTED: urocanate hydratase
LOCMI07155	LOCMI07155	PREDICTED: angiogenic factor with G patch and FHA domains 1-like isoform 1
LOCMI07161	LOCMI07161	Q17EA2_AEDAE Putative uncharacterized protein
LOCMI07162	LOCMI07162	C3ZCY8_BRAFL Putative uncharacterized protein
LOCMI07163	LOCMI07163	Q9VXX7_DROME CG9095, isoform A
LOCMI07164	LOCMI07164	ankyrin repeat-containing protein, putative
LOCMI07168	LOCMI07168	B3MP88_DROAN GF15714
LOCMI07172	LOCMI07172	PREDICTED: SPRY domain-containing SOCS box protein 1-like
LOCMI07174	LOCMI07174	Putative fatty acyl-CoA reductase
LOCMI07175	LOCMI07175	pyrexia
LOCMI07176	LOCMI07176	PREDICTED: ubiquinone biosynthesis monooxygenase COQ6-like
LOCMI07178	LOCMI07178	serine protease P95
LOCMI07180	LOCMI07180	B3MWQ0_DROAN GF22534
LOCMI07182	LOCMI07182	Q9VXM4_DROME CG9066
LOCMI07183	LOCMI07183	PREDICTED: vesicular glutamate transporter 1-like
LOCMI07184	LOCMI07184	PREDICTED: similar to pontin
LOCMI07188	LOCMI07188	class A rhodopsin-like G-protein coupled receptor GPRmys, putative
LOCMI07189	LOCMI07189	PREDICTED: ankyrin repeat domain-containing protein 56-like, partial
LOCMI07190	LOCMI07190	CDC42 GTPase-activating protein, putative
LOCMI07191	LOCMI07191	C0H6M4_BOMMO Putative cuticle protein
LOCMI07192	LOCMI07192	RecName: Full=Arrestin homolog gb|AAB25860.1| arrestin homolog
LOCMI07194	LOCMI07194	PREDICTED: SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-like
LOCMI07195	LOCMI07195	tricarboxylate transport protein, putative
LOCMI07196	LOCMI07196	PREDICTED: similar to cutlet CG33122-PA
LOCMI07197	LOCMI07197	arylphorin hexamerin-like protein 2
LOCMI07198	LOCMI07198	runx1, putative
LOCMI07199	LOCMI07199	BTB/POZ fold IPR013069; BTB/POZ IPR013089; Kelch-related
LOCMI07200	LOCMI07200	B7PX41_IXOSC Putative uncharacterized protein
LOCMI07201	LOCMI07201	Protein VPRBP
LOCMI07202	LOCMI07202	PREDICTED: similar to AGAP009560-PA, partial
LOCMI07204	LOCMI07204	Protein RMI1-like protein
LOCMI07206	LOCMI07206	beta-glucosidase
LOCMI07208	LOCMI07208	Q16WL3_AEDAE Serine protease
LOCMI07209	LOCMI07209	B7QBW6_IXOSC Pygopus, putative
LOCMI07210	LOCMI07210	Heavy metal transport/detoxification protein
LOCMI07211	LOCMI07211	glycosyl transferase, putative
LOCMI07213	LOCMI07213	Dual specificity mitogen-activated protein kinase kinase 7
LOCMI07214	LOCMI07214	HIRA
LOCMI07216	LOCMI07216	glutamate-gated chloride channel isoform c precursor
LOCMI07218	LOCMI07218	PREDICTED: tubulin epsilon chain-like
LOCMI07223	LOCMI07223	GF25232
LOCMI07225	LOCMI07225	Ras-related protein Rab-5C
LOCMI07229	LOCMI07229	PREDICTED: histone H4 transcription factor-like
LOCMI07234	LOCMI07234	PREDICTED: transmembrane protease serine 9-like
LOCMI07236	LOCMI07236	serine protease-like protein
LOCMI07237	LOCMI07237	B0W978_CULQU Megator
LOCMI07242	LOCMI07242	GJ22671
LOCMI07245	LOCMI07245	RecName: Full=Poly
LOCMI07248	LOCMI07248	serine protease-like protein
LOCMI07251	LOCMI07251	zinc finger protein transcription factor lame duck, putative
LOCMI07253	LOCMI07253	GF16669
LOCMI07254	LOCMI07254	para-hydroxybenzoate-polyprenyltransferase, mitochondrial
LOCMI07258	LOCMI07258	PREDICTED: kinesin-like protein KIF18A-like
LOCMI07259	LOCMI07259	Q0C7B7_AEDAE Peroxisome assembly factor-2 (Peroxisomal-type atpase 1) (Fragment)
LOCMI07262	LOCMI07262	PREDICTED: phosphatidylcholine:ceramide cholinephosphotransferase 1-like isoform 1
LOCMI07265	LOCMI07265	signal peptidase complex subunit SPC25
LOCMI07268	LOCMI07268	GI20705
LOCMI07270	LOCMI07270	adenosylhomocysteinase, putative
LOCMI07272	LOCMI07272	F-box domain, cyclin-like IPR022364; F-box domain, Skp2-like
LOCMI07275	LOCMI07275	Q6PCJ3_XENLA MGC68945 protein
LOCMI07277	LOCMI07277	Q16WX9_AEDAE Putative uncharacterized protein
LOCMI07281	LOCMI07281	Protein painting of fourth
LOCMI07285	LOCMI07285	PREDICTED: protein phosphatase 1 regulatory subunit 16A-like
LOCMI07290	LOCMI07290	female reproductive tract protease GLEANR_897
LOCMI07295	LOCMI07295	TWiK family of potassium channels protein 18
LOCMI07296	LOCMI07296	B7Q413_IXOSC Cyclic nucleotide phosphodiesterase, putative
LOCMI07297	LOCMI07297	Q8TA67_LUCCR Luciferin-regenerating enzyme
LOCMI07298	LOCMI07298	Q86DU5_PHOPY Luciferin-regenerating enzyme
LOCMI07300	LOCMI07300	PREDICTED: ubiquitin-like protein FUBI-like
LOCMI07301	LOCMI07301	Protein suppressor of sable
LOCMI07303	LOCMI07303	B8ZX10_PAPDA Putative uncharacterized protein
LOCMI07304	LOCMI07304	PREDICTED: long-chain fatty acid transport protein 4-like
LOCMI07305	LOCMI07305	A7UR43_ANOGA AGAP011046-PA (Fragment)
LOCMI07307	LOCMI07307	Nuclear receptor interaction protein
LOCMI07309	LOCMI07309	ADP-ribosylation factor-like protein 2
LOCMI07310	LOCMI07310	Q8GUH3_ARATH Histone H2A
LOCMI07312	LOCMI07312	C3YBA6_BRAFL Putative uncharacterized protein
LOCMI07313	LOCMI07313	PREDICTED: nucleoporin seh1-A
LOCMI07315	LOCMI07315	PREDICTED: exocyst complex component 5-like
LOCMI07316	LOCMI07316	PREDICTED: protein arginine N-methyltransferase 8-like isoform 1
LOCMI07317	LOCMI07317	A7URB8_ANOGA AGAP007503-PA
LOCMI07318	LOCMI07318	AGAP012204-PA
LOCMI07319	LOCMI07319	Katanin p60 ATPase-containing subunit, putative
LOCMI07320	LOCMI07320	EGF-like domain-containing protein
LOCMI07321	LOCMI07321	Q6PAA5_XENLA MGC68480 protein
LOCMI07322	LOCMI07322	Q17DX3_AEDAE DNA polymerase v
LOCMI07323	LOCMI07323	E9IEL4_SOLIN Putative uncharacterized protein (Fragment)
LOCMI07327	LOCMI07327	Nose resistant to fluoxetine protein 6
LOCMI07329	LOCMI07329	Protein YIPF6
LOCMI07333	LOCMI07333	diphthamide biosynthesis protein, putative
LOCMI07339	LOCMI07339	Q17CT4_AEDAE GrpE protein homolog
LOCMI07340	LOCMI07340	Q568L6_DANRE Zgc:110224
LOCMI07341	LOCMI07341	putative carboxypeptidase B
LOCMI07342	LOCMI07342	predicted protein
LOCMI07343	LOCMI07343	PREDICTED: similar to ribosomal pseudouridine synthase
LOCMI07344	LOCMI07344	PREDICTED: protocadherin beta-11-like
LOCMI07350	LOCMI07350	PREDICTED: exportin-T-like
LOCMI07358	LOCMI07358	C9IYY8_HUMAN Putative uncharacterized protein AKD1 (Fragment)
LOCMI07359	LOCMI07359	Q4TBV4_TETNG Chromosome undetermined SCAF7089, whole genome shotgun sequence. (Fragment)
LOCMI07360	LOCMI07360	PREDICTED: similar to molybdopterin synthase small subunit MOCS2A
LOCMI07361	LOCMI07361	PREDICTED: molybdopterin synthase catalytic subunit-like
LOCMI07366	LOCMI07366	Eukaryotic translation initiation factor 4E binding
LOCMI07367	LOCMI07367	Eukaryotic translation initiation factor 4E binding
LOCMI07368	LOCMI07368	B0W9E4_CULQU Nuclear pore complex protein Nup205
LOCMI07369	LOCMI07369	B4NIU8_DROWI GK14344
LOCMI07370	LOCMI07370	Insulin-like receptor
LOCMI07371	LOCMI07371	X-ray repair cross complementing protein 2
LOCMI07373	LOCMI07373	PREDICTED: deoxynucleoside kinase
LOCMI07377	LOCMI07377	PREDICTED: similar to AGAP003656-PA
LOCMI07378	LOCMI07378	PREDICTED: solute carrier family 23 member 1-like
LOCMI07379	LOCMI07379	Integrin beta-PS
LOCMI07381	LOCMI07381	C3ZVM6_BRAFL Putative uncharacterized protein
LOCMI07382	LOCMI07382	putative ribosomal protein S15
LOCMI07383	LOCMI07383	AGAP007176-PA
LOCMI07387	LOCMI07387	Zinc finger, FYVE/PHD-type
LOCMI07390	LOCMI07390	PREDICTED: similar to AGAP000521-PA
LOCMI07391	LOCMI07391	malonyl-CoA decarboxylase, putative
LOCMI07392	LOCMI07392	B7PRW5_IXOSC Ankyrin repeat containing protein
LOCMI07393	LOCMI07393	B0WLZ3_CULQU Phd finger transcription factor
LOCMI07394	LOCMI07394	PREDICTED: pecanex
LOCMI07397	LOCMI07397	ribosomal protein L13
LOCMI07398	LOCMI07398	PREDICTED: similar to predicted protein
LOCMI07400	LOCMI07400	B7Q1R2_IXOSC Ubiquitin-specific protease, putative (Fragment)
LOCMI07401	LOCMI07401	Q9NB10_MANSE Tetraspanin D107
LOCMI07403	LOCMI07403	B7QJV0_IXOSC Pdz domain protein arc, putative
LOCMI07405	LOCMI07405	A7NUC1_VITVI Chromosome chr18 scaffold_1, whole genome shotgun sequence
LOCMI07407	LOCMI07407	GF11037
LOCMI07411	LOCMI07411	B0WV00_CULQU Potassium channel subfamily K member 9
LOCMI07415	LOCMI07415	PREDICTED: similar to caspase-8
LOCMI07418	LOCMI07418	B0W6U4_CULQU Putative uncharacterized protein
LOCMI07419	LOCMI07419	Q75RW2_BOMMO Bm44
LOCMI07420	LOCMI07420	PREDICTED: similar to AGAP002176-PA
LOCMI07424	LOCMI07424	exocyst complex component, putative
LOCMI07427	LOCMI07427	ABC protein, subfamily ABCA
LOCMI07429	LOCMI07429	Scavenger receptor class B member 1
LOCMI07430	LOCMI07430	PREDICTED: scavenger receptor class B member 1-like
LOCMI07431	LOCMI07431	PREDICTED: regulator of nonsense transcripts 2-like
LOCMI07434	LOCMI07434	troponin C type IIb
LOCMI07435	LOCMI07435	Ras-related protein M-Ras
LOCMI07436	LOCMI07436	COP9 signalosome complex subunit 3
LOCMI07437	LOCMI07437	Q17B11_AEDAE Putative uncharacterized protein
LOCMI07441	LOCMI07441	PREDICTED: far upstream element-binding protein 1-like
LOCMI07442	LOCMI07442	GK16832
LOCMI07445	LOCMI07445	Probable acetyltransferase san
LOCMI07446	LOCMI07446	RecName: Full=Opsin-2 emb|CAA56378.1| locust opsin 2
LOCMI07448	LOCMI07448	B2RXF6_HUMAN HCG19611, isoform CRA_a
LOCMI07450	LOCMI07450	Q7PJQ2_ANOGA AGAP003940-PA (Fragment)
LOCMI07451	LOCMI07451	PREDICTED: decaprenyl-diphosphate synthase subunit 1-like
LOCMI07452	LOCMI07452	Q5TV29_ANOGA AGAP000402-PA
LOCMI07453	LOCMI07453	Ladybird homeobox corepressor 1-like protein
LOCMI07458	LOCMI07458	mitochondrial ribosomal protein, L33
LOCMI07459	LOCMI07459	Q16SV9_AEDAE Nad dependent epimerase/dehydratase
LOCMI07462	LOCMI07462	Q7QE37_ANOGA AGAP010672-PA
