G3-VS-S3.down-DOMAIN_Ensembl-Gene-Rankings.txt	
G3-VS-S3.down-DOMAIN_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16431	LOCMI16431	D6WIN8_TRICA Putative uncharacterized protein	1	0.0666666666667	LOCMI16431	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16369	LOCMI16369	GI12107	1	0.0666666666667	LOCMI16369	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16366	LOCMI16366	putative peptidoglycan recognition protein LB	1	0.0666666666667	LOCMI16366	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16348	LOCMI16348	GH16825	1	0.0666666666667	LOCMI16348	response to stress
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16276	LOCMI16276	Q5DIE1_GRYOR Peroxiredoxin	1	0.0666666666667	LOCMI16276	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16274	LOCMI16274	Q7PZB4_ANOGA Thioredoxin-dependent peroxidase (AGAP011824-PA)	1	0.0666666666667	LOCMI16274	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16273	LOCMI16273	peroxiredoxin	1	0.0666666666667	LOCMI16273	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16269	LOCMI16269	D6WCX5_TRICA Putative uncharacterized protein	1	0.0666666666667	LOCMI16269	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16268	LOCMI16268	Peroxiredoxin-6	1	0.0666666666667	LOCMI16268	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16267	LOCMI16267	E9IID8_SOLIN Putative uncharacterized protein (Fragment)	1	0.0666666666667	LOCMI16267	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16063	LOCMI16063	fructose 1,6-bisphosphate aldolase	1	0.0666666666667	LOCMI16063	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16029	LOCMI16029	phosphoglucomutase	1	0.0666666666667	LOCMI16029	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15994	LOCMI15994	Q16F38_AEDAE Pyruvate kinase	1	0.0666666666667	LOCMI15994	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15989	LOCMI15989	citrate synthase	1	0.0666666666667	LOCMI15989	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15947	LOCMI15947	PREDICTED: pyruvate carboxylase, mitochondrial-like isoform 1	1	0.0666666666667	LOCMI15947	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15924	LOCMI15924	PREDICTED: pyruvate kinase-like isoform 2	1	0.0666666666667	LOCMI15924	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15911	LOCMI15911	ATP synthase lipid-binding protein, mitochondrial	1	0.0666666666667	LOCMI15911	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15859	LOCMI15859	PREDICTED: glucosylceramidase-like	1	0.0666666666667	LOCMI15859	hydrolase activity, acting on glycosyl bonds
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15795	LOCMI15795	PREDICTED: similar to NADH-ubiquinone oxidoreductase ashi subunit	1	0.0666666666667	LOCMI15795	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15736	LOCMI15736	predicted protein	1	0.0666666666667	LOCMI15736	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15719	LOCMI15719	hexamerin-like protein 1	1	0.0666666666667	LOCMI15719	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15496	LOCMI15496	hexamerin-like protein 4	1	0.0666666666667	LOCMI15496	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15495	LOCMI15495	hexamerin-like protein 2	1	0.0666666666667	LOCMI15495	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15494	LOCMI15494	hexamerin-like protein 1	1	0.0666666666667	LOCMI15494	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15486	LOCMI15486	juvenile hormone binding protein	1	0.0666666666667	LOCMI15486	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15482	LOCMI15482	nuclear transcription factor Tfp1	1	0.0666666666667	LOCMI15482	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15346	LOCMI15346	TPA: putative cuticle protein	1	0.0666666666667	LOCMI15346	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15345	LOCMI15345	Q16XV3_AEDAE Cuticle protein, putative	1	0.0666666666667	LOCMI15345	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15344	LOCMI15344	B4N5V1_DROWI GK17855	1	0.0666666666667	LOCMI15344	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15328	LOCMI15328	Voltage-dependent L-type calcium channel, putative	1	0.0666666666667	LOCMI15328	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15210	LOCMI15210	aquaporin	1	0.0666666666667	LOCMI15210	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15206	LOCMI15206	aquaporin	1	0.0666666666667	LOCMI15206	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15155	LOCMI15155	gastric caeca sugar transporter	1	0.0666666666667	LOCMI15155	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14741	LOCMI14741	PREDICTED: transient receptor potential protein-like	1	0.0666666666667	LOCMI14741	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14740	LOCMI14740	PREDICTED: similar to calmodulin-binding protein trpl	1	0.0666666666667	LOCMI14740	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14139	LOCMI14139	Aquaporin AQPAe.a, putative	1	0.0666666666667	LOCMI14139	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14106	LOCMI14106	Q0IEA9_AEDAE Sugar transporter	1	0.0666666666667	LOCMI14106	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13992	LOCMI13992	Q171Z5_AEDAE Putative uncharacterized protein	1	0.0666666666667	LOCMI13992	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13987	LOCMI13987	PREDICTED: 40S ribosomal protein S19a-like	1	0.0666666666667	LOCMI13987	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13786	LOCMI13786	hexamerin-like protein 4	1	0.0666666666667	LOCMI13786	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13783	LOCMI13783	hexamerin storage protein 3	1	0.0666666666667	LOCMI13783	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13782	LOCMI13782	hexamerin storage protein 3	1	0.0666666666667	LOCMI13782	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13707	LOCMI13707	Q4RX50_TETNG Chromosome 11 SCAF14979, whole genome shotgun sequence. (Fragment)	1	0.0666666666667	LOCMI13707	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13706	LOCMI13706	39S ribosomal protein L47, mitochondrial	1	0.0666666666667	LOCMI13706	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13628	LOCMI13628	PREDICTED: glucose dehydrogenase	1	0.0666666666667	LOCMI13628	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13596	LOCMI13596	C3ZEA4_BRAFL Putative uncharacterized protein	1	0.0666666666667	LOCMI13596	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13571	LOCMI13571	PREDICTED: collagen alpha-1(XXII) chain-like isoform 1	1	0.0666666666667	LOCMI13571	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13412	LOCMI13412	zinc transporter	1	0.0666666666667	LOCMI13412	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13353	LOCMI13353	B6RQP9_SITZE I-type lysozyme	1	0.0666666666667	LOCMI13353	hydrolase activity, acting on glycosyl bonds
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13304	LOCMI13304	PREDICTED: glucose dehydrogenase	1	0.0666666666667	LOCMI13304	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13224	LOCMI13224	GH17178	1	0.0666666666667	LOCMI13224	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13090	LOCMI13090	GJ13982	1	0.0666666666667	LOCMI13090	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13085	LOCMI13085	sugar transporter, putative	1	0.0666666666667	LOCMI13085	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13084	LOCMI13084	GK17357	1	0.0666666666667	LOCMI13084	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12795	LOCMI12795	B4NMT3_DROWI GK23202	1	0.0666666666667	LOCMI12795	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12270	LOCMI12270	Large neutral amino acids transporter small subunit 2	1	0.0666666666667	LOCMI12270	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12218	LOCMI12218	GJ14495	1	0.0666666666667	LOCMI12218	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12178	LOCMI12178	PREDICTED: ADP-ribosylation factor-like 6 interacting protein	1	0.0666666666667	LOCMI12178	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12129	LOCMI12129	predicted protein	1	0.0666666666667	LOCMI12129	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12128	LOCMI12128	vitellogenin	1	0.0666666666667	LOCMI12128	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12121	LOCMI12121	B0G0U7_MONAT Beta1-tubulin	1	0.0666666666667	LOCMI12121	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11963	LOCMI11963	hexamerin-like protein 2	1	0.0666666666667	LOCMI11963	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11961	LOCMI11961	hexamerin-like protein 2	1	0.0666666666667	LOCMI11961	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11888	LOCMI11888	PREDICTED: facilitated trehalose transporter Tret1-like	1	0.0666666666667	LOCMI11888	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11805	LOCMI11805	B4LP76_DROVI GJ21008	1	0.0666666666667	LOCMI11805	hydrolase activity, acting on glycosyl bonds
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11744	LOCMI11744	RecName: Full=40S ribosomal protein S13 gb|AAK92182.1|AF400210_1 ribosomal protein S13	1	0.0666666666667	LOCMI11744	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11717	LOCMI11717	Q17H61_AEDAE Putative uncharacterized protein	1	0.0666666666667	LOCMI11717	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11714	LOCMI11714	B0W0L0_CULQU Putative uncharacterized protein	1	0.0666666666667	LOCMI11714	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11713	LOCMI11713	Q16MN2_AEDAE Putative uncharacterized protein	1	0.0666666666667	LOCMI11713	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11496	LOCMI11496	PREDICTED: 40S ribosomal protein S19a-like	1	0.0666666666667	LOCMI11496	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11351	LOCMI11351	C0H6I4_BOMMO Putative cuticle protein	1	0.0666666666667	LOCMI11351	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11204	LOCMI11204	PREDICTED: ATP-sensitive inward rectifier potassium channel 12-like	1	0.0666666666667	LOCMI11204	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11147	LOCMI11147	hexamerin-like protein 2	1	0.0666666666667	LOCMI11147	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI10699	LOCMI10699	Sialidase	1	0.0666666666667	LOCMI10699	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI09973	LOCMI09973	GF14860	1	0.0666666666667	LOCMI09973	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI08914	LOCMI08914	B4KWW3_DROMO GI12007	1	0.0666666666667	LOCMI08914	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI08908	LOCMI08908	Tubulin alpha chain	1	0.0666666666667	LOCMI08908	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI08521	LOCMI08521	alpha-amylase	1	0.0666666666667	LOCMI08521	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07530	LOCMI07530	GG20638	1	0.0666666666667	LOCMI07530	hydrolase activity, acting on glycosyl bonds
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07191	LOCMI07191	C0H6M4_BOMMO Putative cuticle protein	1	0.0666666666667	LOCMI07191	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07113	LOCMI07113	PREDICTED: similar to ATP-binding cassette transporter	1	0.0666666666667	LOCMI07113	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07097	LOCMI07097	A8XAF1_CAEBR CBR-EMB-9 protein	1	0.0666666666667	LOCMI07097	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07060	LOCMI07060	GI16821	1	0.0666666666667	LOCMI07060	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07059	LOCMI07059	AGAP001668-PA	1	0.0666666666667	LOCMI07059	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06714	LOCMI06714	Autophagy-related protein 12	1	0.0666666666667	LOCMI06714	response to stress
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06694	LOCMI06694	acidic ribosomal protein	1	0.0666666666667	LOCMI06694	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06624	LOCMI06624	PREDICTED: inward rectifier potassium channel 2-like	1	0.0666666666667	LOCMI06624	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06618	LOCMI06618	PREDICTED: clavesin-1-like	1	0.0666666666667	LOCMI06618	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06569	LOCMI06569	PREDICTED: calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type-like	1	0.0666666666667	LOCMI06569	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06498	LOCMI06498	60S ribosomal protein L24, putative	1	0.0666666666667	LOCMI06498	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06431	LOCMI06431	PREDICTED: aquaporin AQPcic-like isoform 1	1	0.0666666666667	LOCMI06431	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06290	LOCMI06290	B0WZZ2_CULQU Putative uncharacterized protein	1	0.0666666666667	LOCMI06290	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06254	LOCMI06254	AGAP007055-PA	1	0.0666666666667	LOCMI06254	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06228	LOCMI06228	B0ZYQ1_LEPDE Putative cuticle protein CP5	1	0.0666666666667	LOCMI06228	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05981	LOCMI05981	Coatomer subunit beta', putative	1	0.0666666666667	LOCMI05981	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05874	LOCMI05874	chitin binding peritrophin-A, putative	1	0.0666666666667	LOCMI05874	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05620	LOCMI05620	transferrin	1	0.0666666666667	LOCMI05620	iron ion binding
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05479	LOCMI05479	cuticular protein CPR67A	1	0.0666666666667	LOCMI05479	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05399	LOCMI05399	ADP,ATP carrier protein 2	1	0.0666666666667	LOCMI05399	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05383	LOCMI05383	pupal cuticle protein	1	0.0666666666667	LOCMI05383	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05217	LOCMI05217	B4KK66_DROMO GI17220	1	0.0666666666667	LOCMI05217	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05065	LOCMI05065	PREDICTED: sterile alpha and TIR motif-containing protein 1-like	1	0.0666666666667	LOCMI05065	response to stress
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04906	LOCMI04906	PREDICTED: maltase 1-like	1	0.0666666666667	LOCMI04906	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04868	LOCMI04868	superoxide dismutase	1	0.0666666666667	LOCMI04868	oxidation-reduction process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04650	LOCMI04650	tubulin, alpha 1	1	0.0666666666667	LOCMI04650	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04605	LOCMI04605	Defensin, invertebrate/fungal	1	0.0666666666667	LOCMI04605	response to stress
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04602	LOCMI04602	PREDICTED: iron-sulfur cluster assembly 1 homolog, mitochondrial-like isoform 1	1	0.0666666666667	LOCMI04602	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04373	LOCMI04373	Q6TAX6_9HYME Defensin	1	0.0666666666667	LOCMI04373	response to stress
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04372	LOCMI04372	Q6TAX6_9HYME Defensin	1	0.0666666666667	LOCMI04372	response to stress
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04297	LOCMI04297	PREDICTED: alpha-tocopherol transfer protein-like	1	0.0666666666667	LOCMI04297	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04280	LOCMI04280	AGAP011937-PA	1	0.0666666666667	LOCMI04280	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04030	LOCMI04030	PREDICTED: lysozyme 3-like	1	0.0666666666667	LOCMI04030	hydrolase activity, acting on glycosyl bonds
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04008	LOCMI04008	ADP,ATP carrier protein 2	1	0.0666666666667	LOCMI04008	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03909	LOCMI03909	mitochondrial import inner membrane translocase subunit Tim17-B, putative	1	0.0666666666667	LOCMI03909	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03868	LOCMI03868	organic anion transporter	1	0.0666666666667	LOCMI03868	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03770	LOCMI03770	B3P2V7_DROER Glucose dehydrogenase	1	0.0666666666667	LOCMI03770	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03766	LOCMI03766	alpha-amylase	1	0.0666666666667	LOCMI03766	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03672	LOCMI03672	MPA13 allergen	1	0.0666666666667	LOCMI03672	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03534	LOCMI03534	RecName: Full=Lazarillo protein; Flags: Precursor gb|AAC46605.1| Lazarillo precursor	1	0.0666666666667	LOCMI03534	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03486	LOCMI03486	B4L259_DROMO GI15372	1	0.0666666666667	LOCMI03486	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03266	LOCMI03266	PREDICTED: transient receptor potential cation channel subfamily A member 1-like	1	0.0666666666667	LOCMI03266	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03209	LOCMI03209	cuticle protein 2	1	0.0666666666667	LOCMI03209	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI03116	LOCMI03116	AGAP011936-PA	1	0.0666666666667	LOCMI03116	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02963	LOCMI02963	structural constituent of cuticle, putative	1	0.0666666666667	LOCMI02963	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02919	LOCMI02919	PREDICTED: glucose dehydrogenase	1	0.0666666666667	LOCMI02919	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02653	LOCMI02653	Structural maintenance of chromosomes protein 1A	1	0.0666666666667	LOCMI02653	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02529	LOCMI02529	alpha-amylase	1	0.0666666666667	LOCMI02529	carbohydrate metabolic process
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02490	LOCMI02490	Short-chain dehydrogenase/reductase SDR	1	0.0666666666667	LOCMI02490	oxidoreductase activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02025	LOCMI02025	Ryanodine receptor, putative	1	0.0666666666667	LOCMI02025	transporter activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI01986	LOCMI01986	PREDICTED: flexible cuticle protein 12	1	0.0666666666667	LOCMI01986	structural molecule activity
Gadult-VS-Sadult.up-GO_Ensembl-Gene-Rankings.txt	LOCMI01885	LOCMI01885	GH12877p	1	0.0666666666667	LOCMI01885	structural molecule activity
